234	Red (steep groomed) run	红道（较陡平整道）
235	Release both edges to slip sideways, then re-set them to stop; the torso keeps facing downhill.	同时放平两只板的立刃，向侧下方侧滑，再立刃停住；上身始终朝向山下。
236	Reliability {pct:.0f}%	可信度 {pct:.0f}%
237	Report	分析报告
238	Research notes (from knowledge base)	调研说明（知识库）
239	Retry	重试
240	Rhythm and turn shape	节奏与弧形
241	Rhythm evenness	节奏均匀度
242	Rhythm variation {cv:.0f}%	节奏波动 {cv:.0f}%
243	Right	右
244	Round bumps, an open line, visible troughs; do not force a black run.	包圆、线空、能看到沟；不要为了黑道硬上。
245	Round long-radius turns	大弯走圆
246	Round turns in soft snow	松软雪中转弯要圆
247	Round, progressive long turns with parallel skis and inclination — coach heuristic, not a race carve score.	平行板内倾做圆顺大弯——教练经验估分，非竞速刻滑得分。
248	Round, shallow bumps; absorb in a straight line first.	圆而浅的包，先直滑吸收。
249	Runner-up	次匹配
250	Safety	安全
251	Saved profile	已存档案
252	Scorable from the clip	可从视频评分
253	Scoring rules (from knowledge base)	评分口径（知识库）
254	Select the person	选择运动员
255	Separated by	区分依据
256	Session plan for this stage	本阶段课时安排
257	Set aside because	排除原因
258	Set the edge above the fall line so the ski grips before it points down the hill.	在过落差线之前就立好刃，让雪板先咬住雪面再指向坡下。
259	Sets of 8–12 bumps; stop when form fades.	八到十二个包一组，累了就停。
260	Setup	准备
261	Sex is used only for fit guidance and the injury note; it never changes a score.	性别只用于装备贴合建议和受伤提示，绝不影响评分。
262	Shallow C-turns while the wedge still brakes; load the outside ski.	在仍能刹车的前提下划浅 C，外侧板承重。
263	Shallow C-turns; hip internal rotation steers; the wedge stays.	浅弧 C 弯，髋内旋导向，弯中保持犁。
264	Shallow wedge C-turns	犁式浅弧 C 弯
265	Share	分享
266	Show skis	显示雪板
267	Shin angle	小腿前倾角
268	Short skidded turns	搓雪小弯滑雪
269	Short skidded-turn rhythm	搓雪小弯节奏
270	Short turns on a steep pitch: the upper body faces down the fall line and turn shape controls the speed.	陡坡上的小回转：上身朝向落差线，用转弯弧形控速。
271	Short-carve cadence	小弯频率
272	Short-radius carve	小弯刻滑
273	Short-radius carve cadence	短半径刻滑节奏
274	Short-radius skids for speed control; hockey stop required. Then moguls.	短半径搓雪控速；必须掌握冰球刹。过关可进雪包。
275	Short-turn cadence	短弯节奏
276	Shorten the legs at the crest, lengthen in the trough; stay on snow, do not jump.	包顶缩短腿、沟底伸长；腿贴雪，不要跳。
277	Shorten the radius only after long-radius inclination works.	在大弯能倾之后缩短半径。
278	Show you can stop on command with parallel skis (both directions).	展示能用平行板按指令急停（左右两侧）。
279	Side or rear-quarter, whole run, little occlusion.	从侧面或斜后方拍完整段，少遮挡、光线足够。
280	Sideslip and edge release	侧滑与放平雪板
281	Single-leg strength for the christie close and carve outside ski.	练单腿力量，为半犁收板与刻滑外侧承重做准备。
282	Single-mogul absorption	单包吸收
283	Six large C-turns on a moderate pitch; longer outside leg.	中等坡画 6 个大 C，外侧腿更长。
284	Six long turns on firm blue groomers; shorten the radius only while the track stays clean.	在硬实的中级压雪道上做六个大弧转弯；只有刻痕干净时才缩小半径。
285	Six traverses per side; put the ski down if you wobble.	每侧 6 次斜滑降；失稳就放回双脚，不要硬撑。
286	Skeleton quality	骨骼质量
287	Ski length	雪板长度
288	Ski length band: {low}-{high} cm	板长范围：{low}-{high} 厘米
289	Ski label saved	雪板标注已保存
290	Skill tree	进阶路线
291	Slightly lower in the turn; elastic knees.	入弯略降重心，膝有弹性。
292	Slip down and across, forward then back, with the torso facing downhill.	雪板横置向侧下方滑行，先向前再向后，上身始终朝向山下。
293	Slope	坡度
294	Slope band	坡度等级
295	Slush	湿雪
296	Snow and slope are optional — leave them at not sure and the report still runs.	雪面和坡度可以不填：保持“不确定”也能生成报告。
297	Snow surface	雪面
298	Soft	软雪
299	Soft ankles, knees, and hips; center of mass over mid-foot.	踝膝髋微屈，重心在脚心，不后坐。
300	Soft knees and ankles	膝踝微屈
301	Soft snow	松软雪
302	Soft, ungroomed snow just off a marked run; stay inside the resort boundary.	紧邻雪道的未压雪松软雪面；不要越出雪场界。
303	Some checkpoints for this stage could not be measured in this clip.	本段中该阶段的部分要点无法测量。
304	Specialization and self-coaching	专项化与自我教练
305	Speed	速度
306	Stop labeling skis	结束雪板标注
307	Squats and split squats	深蹲与分腿蹲
308	Stability	稳定性
309	Stability over time (time × frame score)	发挥稳定度（时间 × 当前帧分数）
310	Stable follow-cam, one skier, side or rear-quarter.	画面稳、一人、侧或斜后，才能判定阶段。
311	Stage	阶段
312	Stage cannot be judged when the shot is unstable, occluded, or out of curriculum scope.	镜头不稳、遮挡或非本课程种类时不判定阶段。
313	Stage focus	本阶段动作重点
314	Stage tutorial	本级教程
315	Stance and balance	站姿与平衡
316	Stance width	站距
317	Stance width change	站距开合
318	Stance width varies; not a locked wedge the whole turn.	站距有开合，不是全程死犁。
319	Standard	达标标准
320	Standard: a clean, narrow track on hardpack with no scraped-out tail.	标准：硬雪上留下细窄干净的刻痕，板尾不搓花。
321	Standard: a clear edge change, not an upright scrape.	标准：换刃点清楚，不直立横刮。
322	Standard: both skis surface together; no single-ski dive.	标准：两只板同时浮出雪面，不出现单板下沉。
323	Standard: glide on the outside ski; the inside ski taps the snow without taking weight.	标准：缓坡外侧板滑一段，内侧板轻点雪不承重。
324	Standard: hip over ankle in profile; knees unlocked.	标准：侧面看髋在踝上方，膝不锁死。
325	Standard: hips incline into the turn, shoulders quiet, stance parallel.	标准：髋向弯心倾，肩不甩；站距保持平行。
326	Standard: hips stay near the fall line; the knees still do the work.	标准：髋大致沿落差线，少横切；仍由膝屈伸做功。
327	Standard: knees track over the toes; pelvis level.	标准：膝沿脚尖，骨盆不左右倾倒。
328	Standard: left-right symmetry, even quieter shoulders.	标准：左右对称，肩更静。
329	Standard: linked S-track, no dart to the edge; the wedge stays through the turn.	标准：连续 S 迹，不冲道边；弯中犁式不消失。
330	Standard: no long traverse between turns; knees flex and extend.	标准：弯与弯之间没有长横切；膝有屈伸。
331	Standard: on replay, the wrists stay below the shoulders.	标准：回放里手腕不高于肩。
332	Standard: quiet torso, large knee travel, no straight-leg slam.	标准：上身相对静，膝屈振幅大，落地不砸直腿。
333	Standard: stance narrows in the last third of the turn, still stable.	标准：出弯后半段站距变小，但不失稳。
334	Standard: stop on a mark both ways; skis parallel, not in a wedge.	标准：左右都能停在预定点，板平行、不犁开。
335	Standard: ten stops, tips close, torso facing downhill.	标准：十次停下板头始终相对、上身对山下。
336	Standard: the same count on every turn, with the deepest flexion in the middle of the arc.	标准：每个转弯数同样的拍子，最深的蹲屈落在弧线中段。
337	Standard: the shoulders keep facing down the pitch through every pivot.	标准：每次转板时肩线始终朝向坡下。
338	Standard: the skis start to turn while the shoulders still face downhill.	标准：板开始转时肩仍大体对山下。
339	Standard: the skis stay across the hill and the torso does not turn with them.	标准：雪板始终横向对坡，上身不跟着转。
340	Start analysis	开始分析
341	Static	固定机位
342	Static camera	固定机位
343	Stay centered so you can move onto the new outside ski.	不后坐，才能把重量交给新的外侧板。
344	Stay in a wedge through the turn; load the outside ski.	转弯中仍保持犁式，外侧承重。
345	Stay near the fall line	少横切
346	Stay parallel or inclination becomes banking.	站距保持平行，否则倾会变成内倒。
347	Steep/hard suggestion for fall-line moguls only; still not measured.	仅在雪包落差线课使用的陡/难建议，仍非实测。
348	Steeper groomed red run; for medium and short carve heuristics.	更陡的平整红道；适合中小弯刻滑经验课。
349	Steeps	陡坡
350	Stem	外八字
351	Stemmed transitions	换刃时出现外八字
352	Stop	停止
353	Straight-run a soft slope and bounce six times, then link the bounces into turns.	在松软坡面上直滑并起伏六次，再把起伏连成转弯。
354	Strong	优秀
355	Suggested black run; slope is not measured.	建议黑道；坡度未经实测。
356	Suggested blue run; slope is not measured.	建议蓝道；坡度未经实测。
357	Suggested green run; slope is not measured.	建议绿道；坡度未经实测。
358	Suggested mogul field; bump shape is not measured.	雪包场地建议，非包型实测。
359	Suggested off-piste inside the resort boundary; snow depth is not measured.	建议雪场界内的野雪区域；雪深不做测量。
360	Suggested park terrain; this app does not score air.	公园建议场地，本 App 不评空中。
361	Suggested red run; slope is not measured.	建议红道；坡度未经实测。
362	Suggested trail rating	建议雪道级别
363	Suggested: {snow} / {terrain}	建议：{snow} / {terrain}
364	Summary	总结
365	Switch alpine	倒滑双板
366	Symptom	表现
367	Tactic	策略
368	Tech: skeleton criteria (from knowledge base)	技术专家：骨骼判定（知识库）
369	Ten linked parallel turns on a blue run, counting one-two through every turn.	在中级道上做十个连贯的平行式转弯，每个转弯数“一—二”。
370	Ten short turns on a blue run; quiet shoulders, hands low.	蓝道平整处 10 个短弯一组，肩静手低。
371	Terrain	地形
372	Terrain and venue	地形与场地
373	Terrain needed	所需地形
374	Terrain, slope and snow are optional — set Terrain to Mogul run for mogul detection.	地形、坡度与雪况为可选项——需检测雪包滑行时请将地形设为「雪包道」。
375	Terrain park	技巧公园
376	Groomed piste	压雪道
377	Mogul run	雪包道
378	Test it	自测方法
379	The allowance is {n}	允许上限为 {n} 个
380	The camera follows the skier, so turn rhythm is measured from the body rather than the track.	镜头跟着滑者移动，转弯节奏只能从身体判断，不能从轨迹判断。
381	The camera pans during the clip; a fixed camera measures rhythm more reliably.	拍摄过程中镜头有摇动；固定机位测节奏更可靠。
382	The clip is too short to judge rhythm. Film a whole run of at least eight turns.	本段太短，无法判断节奏。请拍完整一趟、至少八个转弯。
383	The question to answer	要回答的问题
384	The shoulders keep facing down the pitch while the legs turn underneath.	双腿在身体下方转弯，肩线始终朝向坡下。
385	The shoulders stay square to the fall line while the skis slip.	雪板侧滑时，肩线始终正对落差线。
386	The skeleton is weak in this clip: get closer, keep the skier unoccluded, and avoid flat light.	本段骨骼质量差：请靠近一些拍，避免遮挡和平光。
387	The skeleton was too small or incomplete to measure.	骨骼太小或不完整，无法测量。
388	The {joints} could not be tracked in this clip.	本段视频中无法追踪到{joints}。
389	This clip is still processing. Play it when it is done.	该条目仍在处理中，完成后才可播放。
390	Three-quarter view	四分之三视角
391	Throwing the shoulders wrecks inclination.	甩肩会破坏内倾。
392	TikTok	TikTok
393	Tip the body into the turn (hips inside the arc). Heuristic only — not a measured edge angle or FIS score.	向弯心倾斜身体（髋在弧内）。仅为经验估分——非实测刃角或 FIS 得分。
394	Tips close, tails open, stance wider than the hips.	板头近、板尾开，站距宽于髋。
395	Torso downhill	上身对山下
396	Torso faces downhill	上身朝向山下
397	Train {name}.	重点训练{name}。
398	Train {name}: the standard is {standard}.	重点训练{name}：标准是{standard}。
399	Training emphasis	训练重点
400	Training venue	训练场地
401	Trim video (max 2 minutes)	剪切视频（最长 2 分钟）
402	Trough fall-line rhythm	沟底落差线节奏
403	Turn amplitude	转弯幅度
404	Turn durations stay close to each other; no long traverse between turns.	每个转弯的用时接近一致；转弯之间不夹长横切。
405	Turn faults	转弯问题
406	Turn instead of side-slipping the pitch	用转弯而不是横滑下坡
407	Turn rate	转弯频率
408	Turn shape	转弯弧形
409	Turn-by-turn	逐弯分析
410	Turns detected	检测到的转弯
411	Turns led by the shoulders	用肩带转
412	Two-footed powder bounce	粉雪双脚起伏
413	Two-footed, rounder turns in soft snow; flex and extend to make the skis surface.	在松软雪中双脚均匀受力、转弯更圆；靠蹲伸让雪板浮起来。
414	Unknown	未知
415	Undo label point	撤销标注点
416	Unlike	Unlike
417	Unscored when the head is not visible in 2D pose.	2D 头关键点不可靠则不计分。
418	Unspecified	未指定
419	Unstable camera, occlusion, or out-of-scope terrain: no stage claim.	镜头不稳、遮挡或非本课程种类时不判定阶段。
420	Unsupported file type.	不支持的文件类型。
421	Up-and-down movement	上下起伏
422	Uploading and loading…	正在导入视频…
423	Upper body down the fall line	上身朝向落差线
424	Upper-body rotation	上身旋转
425	Upper-lower separation	上下分离
426	Usable frames	可用帧
427	View	拍摄视角
428	View angle {deg:.0f}°	视角 {deg:.0f}°
429	Visual Pose	Visual Pose
430	Visual Pose — Windows	Visual Pose — Windows
431	Warning	警告
432	Weakest checkpoint	最弱要点
433	Wedge angle	犁式角度
434	Wedge christie	半犁式滑雪
435	Wedge glide	犁式直滑
436	Wedge stance	犁式站距
437	Wedge through the turn	弯中保持犁
438	Wedge to start, close the inside ski to finish.	入弯犁、出弯收内侧板。
439	Wedge to start, gradually match at the finish; do not snap shut.	入弯犁、出弯逐渐并板，禁止突然并死。
440	Wedge turns	犁式转弯
441	Wedge-glide on a green run, then open the tails and edge to a stop.	绿道犁式直滑，匀速后再推开板尾立刃停下。
442	Weibo	微博
443	Weight	体重
444	What the clip itself could tell us	这段视频本身能告诉我们什么
445	Why	原因
446	Why it matters	为什么重要
447	Why this stage	为何判定为该级别
448	Wrists below the shoulders.	手腕低于肩。
449	X	X
450	You have it when	达成标志
451	YouTube	YouTube
452	Your skis at {own} cm sit inside that band.	你现用的 {own} 厘米雪板在该范围内。
453	Your skis at {own} cm sit outside that band.	你现用的 {own} 厘米雪板不在该范围内。
454	at least {value}	不低于 {value}
455	at most {n} of {total}	{total} 个中最多 {n} 个
456	at most {value}	不超过 {value}
457	carve	刻滑
458	each side	左右各做
459	hockey stop	冰球刹
460	left ankle	左脚踝
461	left foot	左脚
462	left heel	左脚跟
463	left hip	左髋
464	left knee	左膝
465	left shoulder	左肩
466	left wrist	左手腕
467	mogul	雪包
468	ollie	豚跳
469	one-ski	单脚滑
470	parallel	平行
471	park	公园
472	race gates	旗门
473	right ankle	右脚踝
474	right foot	右脚
475	right heel	右脚跟
476	right hip	右髋
477	right knee	右膝
478	right shoulder	右肩
479	right wrist	右手腕
480	skid	搓雪
481	switch	倒滑
482	wedge	犁式
483	wedge christie	半犁
484	{fault} in {n} of {total} transitions	{total} 次换刃中有 {n} 次出现{fault}
485	{head} and {tail}	{head}和{tail}
486	{lo} to {hi}	{lo} 到 {hi}
487	{n} flagged	{n} 个有问题
488	{n} min	{n} 分钟
489	{n} more rows in the full module	完整模块中还有 {n} 行
490	{n} of {total} turns	{total} 个转弯中有 {n} 个
491	{n} of {total} turns carried this fault	{total} 个弯中有 {n} 个出现该问题
492	{n} reps	{n} 次
493	{n} runs	{n} 趟
494	{n} sessions	{n} 次训练
495	{n} sets	{n} 组
496	{n} turns	{n} 个弯
497	{n} turns · {left} left / {right} right	{n} 个弯 · 左 {left} / 右 {right}
498	{sec:.1f}s	{sec:.1f}秒
499	{sec:.1f}s  σ {std:.0f}	{sec:.1f}秒  σ {std:.0f}
500	{status} (failed, retry)	{status}（失败，可重试）
501	—	—
502	Predicted passed	预判已通过
503	Predicted passed based on {current} result	根据{current}表现预判为已通过
504	Correct result	纠正检测结果
505	Select the actual stage:	选择实际阶段：
506	Detected stage: {name}	检测阶段：{name}
507	Note (optional):	备注（可选）：
508	e.g. This is a mogul skiing clip, not a basic glide	例如：这是蘑菇滑雪视频，不是基本滑行
509	Your correction is saved locally and helps improve the detection algorithm.	您的纠正已保存到本地，将用于改善检测算法。
